Protein,log2FC,pvalue,padj
TRIP13,-0.322080676900065,0.0446742362028435,0.23178376274807763
MED1,-0.01803793146345,0.947863831527447,0.9722415700084858
JMJD1C,-0.217832031689074,0.0529592869977318,0.25465529492526356
TRIP6,0.418370422335791,0.112499189499695,0.33899755769241424
TSC22D1,-0.594224741452578,0.0190266176225131,0.1802606907167527
ELAVL1,0.239244899782371,0.0129894368456364,0.1646137977820837
SMAD1,0.197547581399249,0.748645161561253,0.871891755829122
ZYX,-0.380499872948366,0.0206760220871514,0.18620900321601394
CCDC6,0.467389502797232,0.276605965030741,0.5209412341412288
CSRP2,-0.314047327967462,0.0301022313939261,0.2048415821301319
DDB1,0.422414630129865,0.0362134824174511,0.21922090249135576
RBBP7,0.73452767776298,0.0020846402929097,0.0851119509161704
ZNF239,-0.338417900173084,0.119957994893858,0.3520845044936612
ZSCAN26,-0.730747149062157,0.02674660204053,0.19871762748738556
NDUFA9,0.822949348277195,0.0253004150906194,0.19492819808454492
PCK2,1.04143387225857,0.0009469223031844,0.05582724535295854
UGP2,0.0523130243330527,0.788244836884782,0.8949756759065383
UGT8,0.357904777602389,0.45858913997655,0.6848533852513236
TSR1,0.429377270760583,0.03241053926838,0.21334316139768583
TYSND1,0.17136770880445,0.510397125990368,0.7121691663101919
SMU1,0.0983222908660011,0.702066667275678,0.8480777169329865
LSM12,0.058482249865861,0.729137833101078,0.8590016522024864
ITPRIPL2,0.111933469278117,0.761983791514497,0.8778674777346287
TIMM50,0.129804860682,0.46759322268561,0.6883388161622465
LARP7,-0.227806162339771,0.22249940031609,0.46487615337850186
ACSF3,0.243158295360814,0.341511699654132,0.5795868144317934
FNDC3B,0.136902984511892,0.504794636616516,0.7095970451306881
CRTC2,-0.0446051774057743,0.942859400689152,0.970897327264041
SOWAHC,-0.0544531503952967,0.697344951895817,0.8465530481385208
TOR1AIP1,0.160522567126574,0.823113805868906,0.9141214748224705
IQSEC2,-0.299796061085924,0.344532352339452,0.5831199373859052
PCID2,-0.0586053913157087,0.749874378160523,0.871891755829122
UCHL5,-0.041753060424913,0.922824476291466,0.9603307248076268
WDR45B,0.874917763526302,0.450926704187439,0.678642187434148
VARS2,-0.241762344136479,0.561513167780468,0.7523832564331172
CEP170,-0.451020917034445,0.0275105595367903,0.2016449661183116
FNBP1L,-0.191062814668008,0.385893122197257,0.6197029772514709
ZC3H13,-0.542941540836313,0.0056471972994318,0.13248153357138961
UBR4,-0.242173689423236,0.396237713873348,0.6297716244986825
ARHGAP21,0.37540474387318,0.207003316215739,0.44768181305987576
UBAP2,-0.405838199623723,0.0032557538932392,0.10266982044726407
RBM26,-0.924742877647851,0.0425366397396876,0.2273997862724977
TLN1,0.401619962929029,0.0055519684795027,0.13248153357138961
DDI2,0.273667007773227,0.495071767012621,0.7057453831403677
RPRD2,0.240952843367307,0.224553009190943,0.46487615337850186
PRPF38B,0.123113361527246,0.598808903164901,0.782259029568021
RNF20,0.0698683145650172,0.506285450069068,0.7106864081714868
CDKAL1,0.0669358237956281,0.490718526819837,0.7004361288081041
RSBN1,-0.513535762500247,0.0190462687102216,0.1802606907167527
LRRC16A,0.0742839900969336,0.749584071003166,0.871891755829122
PAPD7,-0.33505365363375,0.0541286930792573,0.25533937022764636
RNF213,0.875207933696728,0.00692170389646,0.13501097421546948
CEP135,-0.387658991186033,0.243388871535771,0.48250776286916003
ARHGAP17,-0.0896045005322001,0.28067396097539,0.5233170449869045
KIAA1429,-0.0245918214664229,0.725129179431877,0.8590016522024864
AMMECR1L,-0.42288403443472,0.30391422056561,0.5408237310852588
TWF2,-0.0854623741752576,0.706465888409576,0.8507706435909281
ACAD10,1.78962367016994,0.0050474748667936,0.13162261383407928
NIPBL,-0.333263015784379,0.0445381424025851,0.23178376274807763
CDC73,0.255438078511027,0.163519506246732,0.40185637848081446
FAM117B,-0.195463136304909,0.202687114928774,0.443371580060242
SLC27A4,0.0470085664156308,0.672358819890973,0.8258155376059574
TAF2,0.136495994525834,0.107836457876417,0.3335036536553474
PRPF8,0.214651632438009,0.0432730472182012,0.2292119219839095
TTC27,-0.0574893316443337,0.866545723072219,0.9302517923993406
SFXN4,-0.456685958392452,0.129468810418152,0.36343002703391514
NFRKB,-0.305883018773937,0.128667057241478,0.36343002703391514
CTR9,-0.574425221232865,0.0013144621496482,0.0636575241043914
DARS2,0.268637381075429,0.20337545929017,0.443371580060242
TRIM65,0.44632575030672,0.292639229177828,0.5319414012635434
ZC3H14,-0.420256108800412,0.290916112645969,0.5313451967146968
LARP1,-0.165132602502432,0.134744900483933,0.3683751714843007
NHS,-0.341036910795683,0.275307770764653,0.5204153844027183
MTHFD1L,0.546425653222954,0.0058048010692323,0.13248153357138961
FIP1L1,-0.0759256795639871,0.652550658022009,0.8125424171513721
CRTC3,0.207996118189069,0.0884461163129545,0.3103527846756835
LCLAT1,0.46737116658781,0.0592859968114917,0.26406023539759405
WDR82,-0.198506332486097,0.205649529595307,0.44617721940997807
PTPLB,-1.1939040352836,0.0877021886018865,0.3103527846756835
RNF111,-0.342527420192297,0.0381718230335462,0.22504779144995063
NFXL1,-0.0147656569274268,0.943689290069326,0.970897327264041
QSOX2,-0.0900069098899436,0.456303096548404,0.682987700728205
USP34,0.122205789001338,0.242258321315554,0.48250776286916003
LARP4,-0.04884934160836,0.827868085150044,0.9156518135917289
CBLL1,-0.183772890924573,0.416373928977935,0.6467388862475142
SND1,-0.0678251055740233,0.4177692361446,0.6481637119131322
COX15,0.605529833684312,0.0175778512160517,0.1770989674387294
LRRC8D,-0.232994730501176,0.160803798356745,0.399358883831037
DHX30,0.142002749477314,0.0969387446527235,0.31905081977935207
MEPCE,-0.108504607692591,0.215134152913625,0.4572443751581121
RSRC2,-0.124462664399545,0.670289723783155,0.8247848143829022
CYFIP1,0.723740080290895,0.0002085106410834,0.020195744950649314
LPCAT2,0.0237843389322592,0.953034812601475,0.9745966861897437
TAOK1,0.249194944351117,0.287503849210724,0.5283247052790822
PHF5A,-0.302863634440879,0.518931202662232,0.7187647710010078
TRMT1L,0.388435286328377,0.0224450524066728,0.19141818278898312
ZC3HAV1,0.072316890827878,0.591076749409287,0.7766473567819702
NUFIP2,-0.297742828593414,0.104242449235485,0.3299324915297818
IRF2BP2,-0.476504110487561,0.0188261838793075,0.1802606907167527
HUWE1,5.30765703121584,0.0001361750175113,0.015387776978776899
YTHDF3,-0.269772861797151,0.137220054825003,0.37200640273138114
TAF8,0.349124883620441,0.266771919721878,0.512383460542304
TMED4,0.349817046750662,0.295724554527931,0.5336242371513271
PCGF5,-0.693994972732639,0.272446225164237,0.5181445740851408
TMEM55B,0.0231946281570004,0.765227108077559,0.8789588674256342
PEG10,-0.206958584969421,0.277699037261321,0.52155110045201
DPP9,0.284682870622131,0.677169665187037,0.8287383267090453
DPP9,-0.0074255094286535,0.939233308143801,0.970897327264041
TRPT1,0.10961588844534,0.821752905677027,0.9141074159951177
KTN1,-0.0267764517688214,0.855725838866418,0.926237191807968
TXNDC5,-0.206259349340442,0.110756157430314,0.33673845173880224
ALYREF,-0.247245124098768,0.254475213462593,0.49840421106039334
CAND1,0.228571760124563,0.0775261606627707,0.29696461542010466
GLCCI1,0.209102402267757,0.205454227398231,0.44617721940997807
CARM1,-0.25496401588342,0.296326733462352,0.5336242371513271
PROSER1,0.693576202071782,0.127175291891889,0.36135777123799917
DDX42,-0.578878230819207,0.172980322648413,0.41223430142574347
TMED7,0.154023308227792,0.462720629715749,0.6864870611537808
HEATR2,0.760469852121268,0.0727389540558135,0.28756274548012567
PLD3,0.678550913264367,0.0255699230580767,0.19520409346702555
CCDC50,1.07890915750633,0.000848299642141,0.05582724535295854
MCAT,0.0617378637024331,0.739034188457898,0.8668947746962886
MISP,0.28946882455358,0.332759544269119,0.5753804830193533
WDFY1,0.213904548090984,0.090176251594557,0.3103527846756835
ZC3H7A,-0.15123703349666,0.724309367578687,0.8590016522024864
PHF6,-0.598272582754852,0.0232815005065072,0.19492819808454492
LRRC8A,-0.152407129440338,0.354691230727422,0.5896551296784165
DNAJC10,0.114768936730339,0.62739241718537,0.8003237231452133
PM20D2,-0.12062442097411,0.595156170746243,0.778236998584287
KMT2E,-0.195143828985373,0.0609860260993684,0.265906917655124
XRN1,0.319525194563798,0.0923342988664094,0.31379776757606803
SPG20,0.153229132959776,0.540257870203854,0.7354877178353115
AHI1,-0.155508729933786,0.473234712468797,0.6907312143601507
FTSJD2,0.0662972833836726,0.782319973807722,0.8907998490222526
ABHD12,-0.3056287531668,0.0337215020135072,0.21577978478822557
FGFRL1,0.193971313472229,0.605965432777471,0.787058550619014
CPSF7,-0.240569607129963,0.182406393003286,0.42180285426890474
PAF1,0.0734217106887947,0.53290234667764,0.7288156217984204
FAM133A,-0.119152533179374,0.619484919254721,0.7987814791039068
SREK1IP1,0.324877012198804,0.355808594824,0.5896551296784165
PRPF38A,-0.0854411018116785,0.753446477476754,0.871891755829122
COLGALT1,0.703371342794764,0.294268981460879,0.532572351248675
UBAC2,1.0252713016699,0.0398425337983716,0.22655198784880323
PCSK9,0.272341465619942,0.262564516479742,0.5071759036275358
SERBP1,-0.160932201285068,0.1313279596214,0.36343002703391514
FAM98A,0.221827427187652,0.227750276817306,0.4705024977607309
GALNT6,-0.265943569397731,0.127283797408991,0.36135777123799917
RNF169,-0.204903172242421,0.155472315912132,0.3919196484017803
RBM15B,-0.254014966119016,0.0329670245126416,0.21361401579135655
PHC3,0.0538728565559161,0.88551753070498,0.9388285939295956
ABCF1,-0.292066187588112,0.287527053118234,0.5283247052790822
SLC30A7,0.0836472068418388,0.78282305006495,0.8907998490222526
LPCAT1,0.187769454744664,0.275559178466926,0.5204153844027183
ARID1B,-0.316534874825415,0.0977658517077857,0.32021858675303727
NUP37,0.252058959727453,0.16807604766986,0.406355560686252
ADCK3,0.338807043174967,0.46177057072219,0.6864870611537808
VANGL1,0.167551181482409,0.448697296755592,0.6775429113592236
SLC30A5,0.19074985858747,0.0745084537321285,0.29004102325154796
SNIP1,0.19676941281821,0.52640417671938,0.7261485896556249
MPLKIP,-0.237792062305495,0.59339581031031,0.7776458119870413
SMARCC2,0.203764298949768,0.338577461242393,0.578004989705174
FAM76A,0.056051623774934,0.673761373433993,0.8258155376059574
SLC35B2,0.457874743336294,0.191132359521618,0.4291165171059743
TBC1D15,3.07883300677315,0.004204027536304,0.11939035282178183
RDH11,-0.213709050520759,0.0792634827343743,0.2993907592975252
STT3B,0.380699183932975,0.101065231544987,0.3259240962968773
BRIX1,0.0333283234017081,0.917184896785345,0.9574356937178282
CSGALNACT1,-0.527732500829014,0.0151889544931467,0.1716351857725577
NEK7,0.107941946592682,0.594130576119893,0.7776458119870413
NUP210,0.43755558419366,0.0740402910974337,0.29004102325154796
GEMIN5,0.563705396231335,0.0905260682817856,0.3107679711141804
FAM222B,-0.0015773102130332,0.995753692142986,0.9990192812917575
PPIL4,-0.348947452935068,0.0445182143133907,0.23178376274807763
C12orf23,-0.230070702360344,0.831673793002695,0.9183629180062332
PTPMT1,-0.108886482399942,0.564937187736245,0.7530744320748401
THEM6,0.0148324697064908,0.960343575520841,0.9781392008517518
PHLDA1,-0.0334407900908467,0.760735495995903,0.8771746025258881
CHTF18,-0.105265832904642,0.636310671074126,0.804135386744189
LEO1,0.108202842437628,0.51049294222235,0.7121691663101919
FAR1,-0.270955905581896,0.237527851531959,0.47716706174420204
C2orf47,0.0620419185036063,0.827174777109583,0.9156318349066077
ATXN2L,-0.192200692183995,0.0989621331927633,0.32251217918635017
PALLD,-0.45333815513742,0.126963806555538,0.36135777123799917
PSPC1,0.267953407699949,0.0360539311215307,0.21922090249135576
GATAD2B,-0.0751268689141185,0.789023117430515,0.8949756759065383
AUTS2,0.450224602860967,0.362564058644502,0.5952020139490856
ZCCHC14,-0.0939378515608595,0.501924839173324,0.7087518124587362
DDB2,0.216878969318344,0.507015901225757,0.7109757622152291
DDX1,0.0236752219353953,0.574069564855325,0.7609367839138033
SLC39A7,-0.792436316009628,0.112343599048395,0.33899755769241424
H1FX,-0.220823168274446,0.184999655763275,0.4259075266808165
NR4A3,0.237448462892466,0.0690039742790054,0.28268697620039673
AP3S1,-0.0018560954657083,0.997592012697013,0.9990192812917575
PHF3,-0.475798649983478,0.130293180126139,0.36343002703391514
HSPH1,0.408668731266427,0.0153809312760877,0.17236812239979274
GCN1L1,0.0459568164061466,0.851480976923539,0.9253633022607881
NSMAF,-0.268712888723268,0.645412748364432,0.8100678328003255
USP6NL,-0.0826224916272835,0.60487116231959,0.787058550619014
STAM,2.43333889577493,0.068976135094985,0.28268697620039673
DPF2,-0.0203771636893642,0.833253487700892,0.9189956101723571
RAD50,0.233277440045697,0.216518300434526,0.4580324733061112
UPF1,-0.109488227317506,0.402328919326324,0.6351082824289818
GATA6,-0.195426552952508,0.2749731105167,0.5204153844027183
SMARCC1,0.361790753918385,0.0785440291909351,0.2983353041538039
KHSRP,0.443651579538024,0.0279983681751764,0.20167678659397542
TNPO1,0.416203051899313,0.141182148078497,0.3747513097997793
DVL3,-0.226055509316424,0.0799921935301625,0.3004692920412752
USP9X,-0.0319182724673084,0.891193100530131,0.9413993046439694
USP7,-0.0628344567391146,0.515287187261599,0.7159112970560739
NAT6,0.716040369840275,0.297986023340716,0.5359005937002796
LPP,-0.0703229024332472,0.624933781496002,0.8001984964198099
PTP4A1,0.606366327987889,0.0145453254950067,0.1685765929164879
SCAMP4,0.461018217289837,0.0668525185888265,0.27789755896006113
NKD2,0.2511273100388,0.361696934104753,0.5952020139490856
SMARCE1,-0.0571378176000579,0.833602212766961,0.9189956101723571
ERGIC1,0.632492736444242,0.0039960918046432,0.11939035282178183
LRRC59,-0.190158703217296,0.533350638642403,0.7288156217984204
PBXIP1,-0.33888948649227,0.021217642604327,0.18804655798344713
FAM105B,0.424447710572384,0.300445489512844,0.5381824092198368
PYCR2,-0.0177172400154575,0.85008942486302,0.9251374479247633
RCN3,-0.670467538263665,0.01226318722703,0.16144545514420078
SEH1L,1.03495768828115,0.0376047106873101,0.22364906882452845
RBM33,-0.469896736148534,0.012382498908331,0.16144873576631572
DNAJA3,0.515717126660952,0.0531698173495946,0.25476421316625536
EDC3,-0.0364602295005341,0.884436783663978,0.9388285939295956
PDXP,0.614778365569151,0.0298536911460619,0.20445255148515118
FAHD2A,0.246157804542054,0.196413267154433,0.43597478514498134
SMARCD1,0.0458489194913199,0.795480366290124,0.8987540434479957
TOE1,0.17653394265535,0.377295700885029,0.6115509698328452
ZC3HAV1L,0.401027618238508,0.0249752058466783,0.19492819808454492
PDLIM5,0.0240895044541141,0.800381831358945,0.9014098939894573
DOCK6,-0.148320465519081,0.450426577150947,0.678642187434148
PGAM5,0.0217539286574784,0.912424616017752,0.9568814998608444
DHTKD1,0.0334817452744645,0.917843337696704,0.9574356937178282
FUBP3,0.125678948858052,0.634694077657097,0.8031794706501074
RBM17,0.130356842610571,0.223420102864264,0.46487615337850186
SUCLG2,0.108924864054245,0.717858923139335,0.8561272645355656
LRCH3,0.0972348353475496,0.54160926374632,0.7358939495390882
GMPPA,0.0531402608645806,0.892296924188444,0.9415176702361632
BOD1,-0.147723988104033,0.432138833878516,0.6609221690897027
USMG5,-0.384661318348648,0.0595888141826429,0.26406023539759405
VCPIP1,-0.0178815573204822,0.94987815129187,0.9728359313835164
SLC35E1,-0.49879406854323,0.0547474941058414,0.2563257178326386
CLPTM1L,-0.517834723668287,0.0056665291024492,0.13248153357138961
ZFR,-0.362161845981873,0.129520800213865,0.36343002703391514
TRIM47,-0.0211568881721682,0.930545660245313,0.9654322228711893
HEXIM2,0.0713862553759519,0.605287509936252,0.787058550619014
MBOAT7,-0.615417987825083,0.115456002249875,0.34332969090094406
DOCK7,-0.0036183533382363,0.952865506446475,0.9745966861897437
NSUN5,0.145676631494787,0.732151110155604,0.8610554253000858
IPO9,1.09248529350403,0.0176380769244365,0.1770989674387294
RBM14,0.39150658194373,0.105547032014889,0.3299324915297818
PPP1R10,0.179890743577417,0.221971381079382,0.46487615337850186
VPS35,0.541510912115942,0.069386145453891,0.28303748612532875
MED15,-0.0355733205390258,0.94507082788852,0.9711054749515323
ERGIC2,-0.278573535476845,0.386628848639192,0.6197029772514709
ERBB2IP,0.109851458435006,0.879980049297394,0.9373550250174912
WRNIP1,4.15602052397711,0.0069695930642204,0.13501097421546948
RANBP9,0.456807119806847,0.420653744530093,0.6511489470123357
KCTD15,0.401260891146567,0.0891070214835593,0.3103527846756835
SIN3A,0.157968356055939,0.37934575348612,0.6116442826720317
RBM15,-0.535436144941766,0.011933641739613,0.16144545514420078
RUFY1,-0.222513061215729,0.0282572738170018,0.20167678659397542
MMS19,-0.0402350872340733,0.730079456104764,0.8593643597899826
YME1L1,-0.367226146461391,0.578750265952521,0.7656485372210466
RNF2,-0.356852681992233,0.440333094822874,0.667141538078008
PIK3R4,0.313922591817608,0.0523052791851965,0.25356298010045714
POP1,-0.133927983708329,0.600281675634684,0.7834282503952181
TSC22D3,-0.033085116022967,0.956722343053134,0.9768941996837723
MNT,-0.102446053242645,0.829715086003673,0.9169467454123722
EIF3C,0.261015127710237,0.0857725621131675,0.3087785199401451
CHP1,0.232182928399773,0.479205684512508,0.6949763724053057
CCT7,0.389383141657561,0.0028605046057753,0.1013848620823541
PRMT1,0.709423451232794,0.0041688250899483,0.11939035282178183
FOXC2,0.119890212819893,0.378879961907856,0.6116205099369676
PKP2,-0.658573395868153,0.131300890209981,0.36343002703391514
CITED2,-0.515478521313653,0.24329843787417,0.48250776286916003
NIPSNAP1,1.61376792461187,0.233397569303386,0.47307489383466583
VKORC1,0.0351280031128809,0.957554468920842,0.9770081714497078
MYBBP1A,-0.671495116601758,0.12677571436361,0.36135777123799917
TXNDC17,0.143570351442147,0.826538017486512,0.9156318349066077
SH2D3A,-0.463306073564844,0.200035841924437,0.4396249621548404
SDF4,0.103988597104738,0.580868776139506,0.7662043389544457
ADPGK,0.37397423689492,0.0287771026022277,0.20323828712823314
ERP44,-0.0281213019105913,0.859056935689922,0.9271984510668534
TACO1,0.187382478537693,0.614134408025436,0.7942936811536567
ESYT1,0.078034736846341,0.583828307009582,0.7693597515111693
WAC,-0.42123786016127,0.118804476040828,0.3504341203948655
MCMBP,0.199509740804515,0.496253764591174,0.7057453831403677
NDC1,0.185778829475243,0.419225004921396,0.6496789790553291
MMTAG2,-0.241887515297368,0.496519981943887,0.7057453831403677
TUBB6,0.413927300022909,0.0535223738220651,0.25533937022764636
DDX23,0.27893018977684,0.488859910331128,0.6999937047613618
FAM195A,-0.740308853520666,0.0390290220186787,0.22655198784880323
MRI1,-0.407326493039974,0.0157596665908208,0.175164818829123
ELOVL1,0.190394604054248,0.555092692361782,0.7467318361533496
RBM4,0.788243411808224,0.0330102769850356,0.21361401579135655
SF3B5,-1.15262058406526,0.0404318444390932,0.22655198784880323
SLC4A1AP,0.528035925636544,0.188605825948367,0.42889076162379264
OSBPL11,-0.147558487685185,0.524990022299336,0.7256467489158377
OSBPL10,-0.43212812138658,0.0344793003528079,0.21687008791807078
RAB11FIP5,-0.597237173719556,0.0164449133695807,0.1770989674387294
KLF16,-0.430319824488397,0.0252659580385845,0.19492819808454492
SRRT,0.119016350816104,0.694091050388595,0.8441143177820043
TBL1XR1,-0.473080578789759,0.0577413244168942,0.26285953308148513
ZCCHC2,0.168884544073642,0.501236099977476,0.7087342560682559
TNKS1BP1,-0.611429433417811,0.0243393993491625,0.19492819808454492
WDR33,0.461030118923762,0.0825914877650403,0.30268664164701253
TINAGL1,0.136043612853051,0.569207725218132,0.7559702991143848
C20orf27,0.46233027494824,0.0069252294870333,0.13501097421546948
PITHD1,-0.865618742712968,0.0191480639415667,0.1802606907167527
WDR61,-0.29825335347314,0.150746264404205,0.3856828953435886
SLIRP,0.0755410278885478,0.724568996709007,0.8590016522024864
EGLN1,0.323339550968377,0.279638903340264,0.5230211764543421
CLPB,0.780027206320735,0.0204716703086657,0.18620900321601394
LSG1,0.292500090376063,0.432986219961174,0.6609938360954581
NAT10,-0.187870054281507,0.474750362672316,0.6907312143601507
NSRP1,-0.257011346532373,0.19114039552508,0.4291165171059743
ITFG3,0.219588598958193,0.118878831402388,0.3504341203948655
VPS16,0.353966337960376,0.497930182343658,0.7066699927677784
TAOK3,-0.108881254583892,0.70777681536987,0.8511552938555441
PPA2,-0.059691214911755,0.712372791005035,0.8520911217955868
PNN,-0.243410015915842,0.514190013565369,0.7151196496355285
PTPN23,0.735790425341417,0.0206565992032026,0.18620900321601394
UNC45A,0.322439416044912,0.0172129291460535,0.1770989674387294
OSBPL3,0.341803098512258,0.0939705622633098,0.3138524197759805
ACTL8,0.6688077609179,0.005973405975154,0.13248153357138961
TDRD3,0.131398569154886,0.854120740502679,0.9258095316719687
METTL17,0.340485041497491,0.144807344637871,0.37761299870952514
NT5DC2,0.993430382612107,0.0044985074572086,0.12199952223949723
SLC25A22,0.159551564117201,0.504968662015933,0.7095970451306881
QTRTD1,0.561573806870875,0.0277443443611321,0.20167678659397542
SFXN1,-0.220401810748502,0.17823427455233,0.4188659901091153
USP42,-0.139693612696945,0.646903976589039,0.8100678328003255
CARS2,0.697484565870308,0.001054768292462,0.057210632183138876
SMURF2,-0.089203974952369,0.673507800723306,0.8258155376059574
TMEM165,-0.345805354570484,0.20274565210173,0.443371580060242
GPBP1L1,0.10177753254915,0.660120128939705,0.815973468406782
MCCC2,0.401786737952499,0.0807534883922418,0.301302847377444
MOV10,-0.0230488086054237,0.846541922256537,0.923068841113106
RAVER2,-0.267986750734305,0.293038515297837,0.5319414012635434
CHD8,-0.150754308727294,0.059527202637907,0.26406023539759405
SDF2L1,0.295882875142638,0.163188500024107,0.40185637848081446
CELSR2,-0.157545645919672,0.356417457859028,0.5896551296784165
PREB,0.291327495591279,0.146192202524735,0.3790375270048578
TM9SF3,0.0764389049141769,0.744958580532497,0.8708308924155741
LUC7L,0.190027954653239,0.502816551316596,0.7087518124587362
PDLIM7,0.32030070717029,0.104780913554819,0.3299324915297818
DDX21,0.0781793212149893,0.553165947960027,0.7451811596454698
CTPS2,0.265828369372183,0.156937817323525,0.394819443953061
AAAS,0.179686492711504,0.328082076820832,0.5710902389846575
CMC2,0.240066249373356,0.142058457331965,0.3747513097997793
DROSHA,0.067969129987624,0.709096734850127,0.8516697718837664
ARHGAP35,-0.0121452489001683,0.968180476774989,0.9826381033032885
LANCL2,0.110452585415498,0.431784066839355,0.6609221690897027
HOMER3,0.960620190805049,0.0021340754654497,0.0851119509161704
FARSB,0.310607974760387,0.307640469088348,0.5453078118742483
BMP2K,-0.13543888299241,0.46728211427371,0.6883388161622465
SPATS2L,-0.191759901317148,0.745870971377814,0.8711464575265424
FAM49B,0.160724986922322,0.462424033270975,0.6864870611537808
DDX19A,-0.0131230158531679,0.914068927957264,0.9571254566100773
ATAD3A,0.226926527997072,0.238550453442939,0.4785124480305108
NLE1,-0.0825196027592092,0.471322571752319,0.6907312143601507
ARGLU1,-0.0071499684435316,0.983795804328987,0.9933187719062594
FAM120C,0.273688454639718,0.0460047321439265,0.23488481636174705
MIOS,-0.0804705289250833,0.733469971890796,0.8618589964332057
QPCTL,0.374068597786458,0.145742494550125,0.37859544561296843
DNAJB12,-0.12461310124451,0.391699272898032,0.6256115595403197
FAM53C,-0.651942256089466,0.0088279513357112,0.13919312019996294
BCLAF1,-0.263571281101733,0.19644504845236,0.43597478514498134
CDK12,-0.253184957245061,0.126565685655745,0.36135777123799917
TECR,-0.160167858569892,0.802414664052492,0.9014699954061135
FAM120A,-0.11080496879848,0.488274083765594,0.6999937047613618
IGF2BP1,-0.173706026261957,0.107830782399423,0.3335036536553474
EHD2,0.539110454866496,0.0484548598624425,0.2406768863497144
FOXJ2,-0.103933376254062,0.782542589842516,0.8907998490222526
CXXC1,0.183744021671387,0.388439377050052,0.6211365510375831
RCC2,0.171792913424888,0.570672700938029,0.7571743468414553
CHD7,0.0463165444571665,0.783062994125756,0.8907998490222526
CPSF2,1.07948576195066,0.0072332719777212,0.13565047345491807
RBM27,-0.228846968650725,0.08790030402928,0.3103527846756835
RERE,-0.410158787071225,0.0247411662424271,0.19492819808454492
ATXN10,0.527977284719391,0.0932109146321808,0.3138524197759805
COPG2,-0.176540159982469,0.648919008490173,0.8100678328003255
MTRR,0.0378453294541146,0.809877085407168,0.9068483301503879
ASH2L,-0.214902679559682,0.333611175367181,0.5753804830193533
DHCR7,0.219992592895473,0.468029785030672,0.6883388161622465
SPAST,-0.44331801156088,0.0340643566899148,0.21686041160340128
GRHPR,-0.331307694254342,0.0538058448732322,0.25533937022764636
DNAJB11,0.140697340039928,0.546773270476621,0.7399446654354273
TJP2,-0.423609796319749,0.237245306352565,0.47716706174420204
MALT1,-0.513086378802466,0.0860397040954377,0.3087785199401451
NIPSNAP3A,1.14261487163589,0.0643249081451045,0.270883774673173
ABCF2,-0.0261119152779727,0.780669054222937,0.8907998490222526
TES,-0.0076973011613965,0.946040068149686,0.9711054749515323
WARS2,0.225948390614274,0.0561700942478564,0.2599544293518542
LIMD1,-0.0365686032478685,0.710769844521303,0.8520911217955868
TCF20,-0.0448165844549102,0.776928431237063,0.8890421542257025
SWAP70,-0.534859510846562,0.007912537138433,0.13852679314295027
AFF4,-0.405341891772014,0.0248016711849337,0.19492819808454492
SRP68,-0.570935311141355,0.0584861411130885,0.26382185643960027
CHORDC1,-0.162767960908738,0.490020149724921,0.7004361288081041
SEPT9,0.456043664735432,0.0141375943812221,0.16716019598419787
BAIAP2L1,-0.117004333681557,0.32637118156211,0.5695744172435279
NRBP1,-0.567660546198383,0.0682699381943604,0.2822379152181485
DBR1,-0.412932869455695,0.0167272142695136,0.1770989674387294
GPATCH8,-0.506346083461615,0.0177621383271882,0.1770989674387294
GTF3C4,0.0852143780639025,0.74125820148245,0.8672816872272496
AGO2,-0.490904023597775,0.0991796303250059,0.32251217918635017
NUP50,0.225730636472878,0.149890304903083,0.3842178704131958
SLC39A10,-0.102730100340803,0.197607338538975,0.4364096922782575
INO80,0.79327744172349,0.163617296591898,0.40185637848081446
NOB1,0.195819175275211,0.387141707120699,0.6197923906206233
PRPF19,0.161381881693952,0.0822041596963833,0.30268664164701253
VPS4A,0.644448635494854,0.131299479642688,0.36343002703391514
G3BP2,-0.161209810827966,0.320501013397817,0.5629525572117097
STUB1,0.173591005296498,0.270007844640941,0.5171336685495989
TNRC6B,-0.0333337061215424,0.863427399200013,0.9284754586163503
SETD1B,-0.0195164543108177,0.753581960052899,0.871891755829122
FOXJ3,-0.490650731198162,0.15884903197641,0.3966837704604272
SRRM2,-0.0096692774238853,0.961203155999011,0.9781392008517518
SMC3,0.218601042495521,0.474640422488859,0.6907312143601507
GNE,0.471286417574259,0.0824646921810666,0.30268664164701253
C14orf166,0.119289629277148,0.142518942984022,0.3747513097997793
RUVBL2,0.460926951442776,0.0077484270644487,0.13824825130779522
PLAA,0.237359286907843,0.236375911394422,0.4762640948749424
RUVBL1,0.265612591057504,0.129270133898542,0.36343002703391514
BCS1L,-0.225652468436746,0.821405030744877,0.9141074159951177
FARSA,-0.0016007951155501,0.989937747658345,0.997471308180591
DRG1,0.0105941149549125,0.960043880622156,0.9781392008517518
NCKAP1,0.319550166154581,0.105890163516836,0.3299324915297818
ZNF652,-0.681106391150056,0.0140059532143236,0.16716019598419787
POFUT2,-0.0499068830861233,0.723163266881149,0.8590016522024864
FNDC3A,-0.535507606986314,0.0357201227395873,0.21922090249135576
DIS3,0.207898356519891,0.212645083842419,0.45552406586148525
LRCH1,0.312031235502207,0.046537588417886,0.23488481636174705
GSTK1,0.248712418904045,0.439374597802422,0.6664339537137407
LEMD3,-0.314403007596542,0.298919462352505,0.5361571308862392
THRAP3,-0.615138492522512,0.0407194886860419,0.2268280763904798
