Protein,log2FC,pvalue,padj
PDHB,0.376138124024841,0.344883620784289,0.5831199373859052
DBT,-0.255537693778823,0.121942996171969,0.354838418045472
TOP1,-0.165654585757178,0.398187180898786,0.6302009410365663
G6PD,0.189048441601742,0.281346601116461,0.5233170449869045
PC,-0.0153910988883581,0.918050627032735,0.9574356937178282
DMD,0.0908396543345233,0.841536645686717,0.9224437119132514
MTHFD1,0.500004584135926,0.0001910780488085,0.01993091032187123
IGF2R,0.299775756321459,0.310947813346023,0.548303296355276
PRPS2,0.333143619089796,0.284208400535689,0.5257661543334164
PABPC1,-0.02873107307758,0.724760403420407,0.8590016522024864
PCNA,0.384912001077222,0.0523581374838702,0.25356298010045714
IMPDH2,0.156586653400304,0.139554405450797,0.3739837426705153
TPR,-0.086104867182982,0.310081098609494,0.5482886942395919
CKMT1A,0.728660495214079,0.0570988358803394,0.26228170695546693
ACTN1,0.0830921060203167,0.35166790637701,0.5887181247496611
XRCC5,0.952127142723281,0.0419345988816387,0.2273997862724977
UNG,-0.0623120654699427,0.837988000756576,0.9207869231989653
RNH1,-0.0870572758574291,0.565340067727922,0.7530744320748401
EEF2,0.391692732695464,0.0927275310995427,0.3138524197759805
FDPS,0.0624304382615719,0.472810176662514,0.6907312143601507
TRIM27,-0.0342980255661267,0.820637738093119,0.9141074159951177
PKM,0.375028672982943,0.0121882846896509,0.16144545514420078
HNRNPL,-0.422150187189615,0.0026218148314972,0.1013848620823541
DARS,0.0282498539530884,0.826689461409967,0.9156318349066077
GSPT1,0.281794546748401,0.252356730448271,0.495218128057678
NME1,-1.09675315538177,0.0005415688691915,0.04079818814575967
RPS2,0.0088938597510193,0.962269685793685,0.9781392008517518
DSP,-0.437966934305553,0.547488400818008,0.7401737502584435
NQO2,-0.201085139875545,0.27708381141024,0.5211174039837524
HIST1H1B,-0.126613949475541,0.674172418974775,0.8258155376059574
HIST1H1C,-0.737646683928993,0.0165984209918857,0.1770989674387294
ATP2A2,-0.128440954262608,0.463794865484979,0.686810920071096
YBX3,-0.804647934607271,0.0009958043887195,0.05626294796265175
CAPN2,0.252644156569072,0.331329202610755,0.574449420415031
CTPS1,0.784761093616357,0.0089457560341675,0.13919312019996294
PFKL,0.957951542566697,0.0043606722613315,0.12067493033399007
PSMC3,0.818129131956539,0.0076802995512705,0.13824825130779522
TCP1,0.0905894590252387,0.37761033305921,0.6115509698328452
PTPN1,0.454148450689175,0.170625414581322,0.4073718930048104
RPL35A,0.810780961762838,0.014485446024818,0.1685765929164879
RPL7,-0.0676570836311825,0.545978350620012,0.7399446654354273
ATP5J,0.0882376945062155,0.604704256809058,0.787058550619014
NCL,0.314447452299415,0.0614897663615291,0.2661365167866136
CSNK2A2,-0.189231771966977,0.415194489139994,0.6462221279793213
ATP2B1,0.294786274331511,0.28249858180709,0.5233170449869045
EIF2S2,0.367969236091877,0.0766147354231865,0.2959817129169256
LMNB1,0.0964152226371837,0.628732299414428,0.8012791334642523
CDK11B,-0.0327972398372331,0.808977142286557,0.9065892602814639
CSRP1,-0.420929525006617,0.244464859450348,0.48393335680974
FLNA,-0.081056742904071,0.38504577120059,0.6193618810771057
SDHB,0.769545862506344,0.155496143687432,0.3919196484017803
BCKDHB,1.01488585141243,0.0895524615936092,0.3103527846756835
GART,0.475531971511781,0.194938501592831,0.43548040883011335
NME2,0.442850737179377,0.0435280607830091,0.22966556584342546
HNRNPA2B1,0.128261679439905,0.642132660549055,0.8088491319949802
CBL,0.28837410455618,0.102520150160922,0.3294249374839105
UQCRC2,-0.14003653473652,0.623286307460296,0.7995990850673239
SFPQ,0.0113107651581004,0.898895746725931,0.9463529755903435
TUBG1,0.20143745238191,0.337765911946306,0.578004989705174
ME2,0.213122073291419,0.0492405129879754,0.24280049313343507
RPS3,0.590896312605832,0.0009310761211875,0.05582724535295854
JAK1,-0.275599549434123,0.143255182516406,0.37573312861169544
AHCY,-0.0216224161682703,0.781738616286015,0.8907998490222526
GATA2,-0.118644938977219,0.528557842929386,0.7269010497081617
RRM1,0.460418495492739,0.0465958817118805,0.23488481636174705
ATP5F1,-0.0883538417165752,0.702353448462938,0.8480777169329865
ACP1,-0.283683518949214,0.699432472001076,0.8469322549078802
ACAT1,0.448189090917321,0.0086125770421437,0.13919312019996294
POLR2A,0.347759847638301,0.0350914680709165,0.21922090249135576
ADRBK1,0.459532317399997,0.188173109205591,0.4288449345929099
MCM3,0.296629515332906,0.41154134540558,0.643656360288312
RPS12,-1.17730773129503,0.00595834963521,0.13248153357138961
YY1,-0.07046007110673,0.562618757833394,0.7530744320748401
ATP5A1,0.388631675772292,0.0736425709521345,0.2894473223509982
DDX6,0.524603993912727,0.0031795943842405,0.10265547583405044
DNMT1,-0.0942886871290334,0.632150861390456,0.8029315827961974
U2AF2,0.0522862555291681,0.755212607601463,0.8722933343527303
RPL13,-0.286821588222356,0.113519729509373,0.33992447074383175
IVD,0.868908757645947,0.0302126227330578,0.2048415821301319
PTBP1,0.0657067869474872,0.594015065457737,0.7776458119870413
VARS,0.0955693895101781,0.819277904971158,0.9141074159951177
EEF1G,0.293947506689285,0.231689068354159,0.4713810634361604
YWHAQ,-0.674792252876568,0.0095449146188689,0.14381004692429142
RPA1,0.884273303407998,0.0282585467941411,0.20167678659397542
CANX,0.347190317284543,0.325390422970735,0.5685946050880369
MAPK1,0.101293662262979,0.712589477961796,0.8520911217955868
GRN,-0.47027415519381,0.0030355190729406,0.1013848620823541
SHC1,0.525998468134745,0.0604938683135767,0.265906917655124
MPG,-0.161212708596004,0.336880482429564,0.578004989705174
PRDX5,0.888279641935526,0.0029317020229945,0.1013848620823541
RPL12,0.12821277812446,0.393051107874765,0.6262953023245375
PPP2R1A,-0.398802079174303,0.0897794001480964,0.3103527846756835
HLA-C,0.0640595969269846,0.488551446489672,0.6999937047613618
LRPAP1,0.096248638990037,0.472775080669737,0.6907312143601507
ADSL,-0.769504913269078,0.0002873346520143,0.024421468323848627
ALDH1B1,0.140091425690393,0.648875556669706,0.8100678328003255
SDHA,0.0186627146763243,0.843860112582704,0.922874656216519
CPS1,0.257094389444834,0.0169530215310358,0.1770989674387294
DNAJA1,-0.0011791375310252,0.995763543139,0.9990192812917575
YWHAB,-1.25931092287834,0.0191272378172799,0.1802606907167527
SFN,-1.07593457122329,0.475674326685433,0.6913337481087323
OTX1,0.413744124303314,0.251750751892972,0.495218128057678
PYCR1,-0.21903074429768,0.149695202008538,0.3842178704131958
CTH,0.218411003164398,0.434263205853169,0.6616414686931429
CD70,-0.74279557803585,0.0312817978950074,0.20793195071387272
KIF5B,-0.25986342397594,0.176778058866143,0.417406801181597
ABCD1,0.0821333807726994,0.484899112747062,0.6988380410334707
MCM7,0.917612598039344,0.0182101984695166,0.1802410885012008
SHMT1,-0.113116032123685,0.657063296358375,0.8144221479542564
SHMT2,-0.129723716030405,0.634541531993598,0.8031794706501074
SERPINB6,-0.141695437545248,0.728281733292512,0.8590016522024864
RDX,0.281072651167605,0.755215615435181,0.8722933343527303
RFC4,0.234005777928338,0.546562539254727,0.7399446654354273
CBS,-0.0752803241920539,0.605713918647076,0.787058550619014
IRS1,0.0921523888345455,0.51137863064618,0.7126715551451389
AGL,0.0902683528792245,0.752222593485487,0.871891755829122
MYH9,-0.246762413257944,0.495730383910394,0.7057453831403677
BSG,0.321613504440201,0.256708524005373,0.4994214613361345
KRT2,-1.59866450526067,0.0036657103057389,0.11297052669504427
PSMC2,1.90302202688122,4e-05,0.010848000000000002
RPL4,-0.391852731293064,0.0869639200841376,0.31006224152027945
RBMX,-0.085908784938205,0.844082760018203,0.922874656216519
HSPA9,-0.180925098320621,0.122697059737458,0.3555068653931475
EIF4A3,0.616935964272461,0.0306546927037833,0.20578100646698097
RPS19,-0.089302466250988,0.460525415444639,0.6864870611537808
RPL3,-0.0755954671201735,0.565214173594416,0.7530744320748401
DDOST,-0.0323566250059883,0.836352744210912,0.9207869231989653
FEN1,0.528591760801167,0.012984215690922,0.1646137977820837
CCT6A,-0.331899369009413,0.0716807578415723,0.2842079170560586
PBX2,0.251316237874523,0.338874606796175,0.578004989705174
RPL13A,0.28444266414326,0.161747141665331,0.40096732010637814
RFC5,0.0836397544748735,0.8904388255819,0.9413993046439694
RFC3,-0.453938801545728,0.348469326352368,0.5870902626903022
HADHA,0.247124966642048,0.352774000223552,0.5891152023437641
EIF2S3,0.377905219010167,0.110308183315288,0.33673845173880224
ETV6,0.160145880021144,0.406357841697192,0.6384950560155184
NAA10,-0.159692017341211,0.706069791634252,0.8507706435909281
GARS,0.106046646639154,0.473774775581652,0.6907312143601507
IARS,0.181891419267068,0.086438161480936,0.3092616014990744
TMPO,-0.151297379446799,0.0650584574090512,0.2722816921193624
SKIV2L2,1.59157512283702,0.0054110710969859,0.13248153357138961
MLLT3,0.315722640651238,0.132523403179688,0.3659913130583644
RPS27,-0.512708042276557,0.103304619324888,0.3299324915297818
HELZ,-0.057550927921767,0.682218810373063,0.8334132494287148
LRPPRC,0.396235606238196,0.0442412454825849,0.23178376274807763
RPL35,-0.374928340787996,0.221683989213586,0.46487615337850186
CRAT,0.513075839192524,0.0175347054553873,0.1770989674387294
MSH2,0.160228241399928,0.552671110881098,0.7451811596454698
NAMPT,0.0402385773202347,0.642036660396597,0.8088491319949802
PSMC4,0.390788846338339,0.329191959073187,0.5722875596195405
RECQL,0.493198173590873,0.089665668979338,0.3103527846756835
NOP2,-0.404910915918432,0.0852596637353845,0.30829894406715036
CRKL,0.110723697358548,0.643072280876531,0.8089109581341151
MAP2K3,0.293808357310688,0.481770162304459,0.6974684826641464
RPL5,0.0299233243346926,0.87600589938663,0.935741480144043
RPL21,-0.831312590125489,0.531088499516244,0.7288156217984204
RPL28,-0.149874674314098,0.378222426844559,0.6115509698328452
RPS9,0.570761874383606,0.0359277420086301,0.21922090249135576
RPS10,-0.0936404595096718,0.662724682177826,0.8180456231443004
IQGAP1,0.276572573068563,0.0893469852155364,0.3103527846756835
STT3A,0.461164745091352,0.0930216294245493,0.3138524197759805
QARS,-0.203482148192951,0.0495300445911412,0.24334326255647631
RPL29,-0.60081679896253,0.042160160868825,0.2273997862724977
LIMS1,0.933345438678558,0.0008953466039751,0.05582724535295854
PRRC2A,0.548304148987832,0.0623196996058915,0.2676029823775017
CCT5,0.0664727457775918,0.612395711814703,0.7936930076019371
PTDSS1,0.179974396354098,0.353286603930511,0.5892455534191549
CSNK1A1,0.833294011492381,0.0074027544510796,0.13565047345491807
IDH2,0.151975377302627,0.405042337543045,0.6371663685711937
POLD2,0.61409688025411,0.228319474995792,0.4705024977607309
RPL34,0.394296372326885,0.142248068478023,0.3747513097997793
LMAN1,-0.413827131837014,0.0248933148789688,0.19492819808454492
FASN,-0.138483592887951,0.0646855900759247,0.2715593193280306
CCT3,0.0135780503125744,0.839301354774278,0.9207869231989653
TUFM,-0.0276450561399777,0.822849234264814,0.9141214748224705
SRP9,1.0731285754422,0.0002881589182755,0.024421468323848627
CSNK1E,0.542772279566314,0.104352801509332,0.3299324915297818
MCM2,0.355380820171529,0.222625025336776,0.46487615337850186
YLPM1,-0.315299379603264,0.148852818193312,0.38349308161219
TMED10,-0.334707675552931,0.446780869889683,0.6754011812379155
RBM25,-0.439908630973566,0.0135766280262001,0.1658550234552012
CLK1,-0.40040644830259,0.0815959395162171,0.30148254491550514
CLK3,0.500773460260234,0.0844719773575326,0.3070884753265796
RANBP2,0.285966577020169,0.190149133008325,0.4290220039256052
GSK3B,0.161769352203457,0.330016076637952,0.5729856593099397
NT5C2,0.62444416734283,0.103853897854319,0.3299324915297818
GMPS,0.272276746134668,0.015004501205226,0.17097566079232315
IDH3A,0.224267536023344,0.327297965798216,0.5704576370467621
CRIP1,-0.728569246001971,0.0058603093901289,0.13248153357138961
EMD,0.115212480134673,0.525505241471499,0.7256467489158377
CPT1A,0.030675406650559,0.801083564356105,0.9014098939894573
SERPINH1,-0.0537542481148101,0.852790086841747,0.9253633022607881
CDK9,-0.217001270095601,0.219085023063677,0.46274032908776636
RPL14,0.433653431054935,0.0935441850006,0.3138524197759805
CCT8,-0.226769525779702,0.282338546236939,0.5233170449869045
CCT4,0.145602172955176,0.393686331195202,0.6265712031698286
FXR1,-0.0854436437029946,0.796020358540592,0.8987540434479957
FXR2,-0.374417124512103,0.292710661095576,0.5319414012635434
SMARCA2,0.232209132410901,0.464458417186722,0.686810920071096
SMARCA4,-0.196106833913188,0.110005543964139,0.3367212587254458
GALK1,0.232912498170901,0.213720515201367,0.45638585608354904
BCAP31,-0.460839211531635,0.19727026689369,0.43637599006173516
MECP2,-0.841150040712591,0.0269646338183473,0.19871762748738556
STAT5B,0.324193147925541,0.0539709737301742,0.25533937022764636
AFF1,-0.272956262468238,0.318134283395479,0.559520218267535
NDUFA8,0.523683697530466,0.147624890485713,0.3812940028545273
HNRNPA3,-0.391792829051127,0.286942710466678,0.5283247052790822
HNRNPM,-0.141695618316909,0.334365649424226,0.5753804830193533
KPNA2,0.266379384579622,0.348530723794759,0.5870902626903022
KPNA1,0.468777651150116,0.18947554392571,0.42889076162379264
NCBP2,-0.632490407840301,0.0245317545235734,0.19492819808454492
AGFG1,0.876522170250549,0.0085027073595892,0.13919312019996294
HNRNPF,0.528146551169307,0.246954720074792,0.48814956329652764
GTF2A1,-0.0213334255774704,0.921268627702721,0.9594779256258753
GTF2A2,-0.520347484482564,0.0293086876806804,0.20329719018303213
MSH6,0.439367440488216,0.0895125563662083,0.3103527846756835
CRIP2,-0.439794247108214,0.175496760785111,0.41603777556750093
SLC25A1,0.0709771696256816,0.751890477618644,0.871891755829122
SUCLG1,0.796305544258868,0.0413801576981563,0.2273997862724977
COPB1,0.0317285901795685,0.844607262805826,0.922874656216519
COPA,0.0254114282786375,0.766172110101106,0.8789588674256342
CTSC,0.791136783019812,0.0126753810636429,0.16369349259333116
SLC16A1,-0.357326295630447,0.0345456777214626,0.21687008791807078
SEC24C,-0.0953587409010126,0.436905608228422,0.6634311363468536
SUB1,-0.114459990252225,0.121196313873398,0.35418577933691314
RARS,0.287980464412996,0.091142339525245,0.3112663071881952
ATN1,-0.241339924737446,0.0670151193067404,0.27789755896006113
ALDH18A1,0.365819890740962,0.0416086286672738,0.2273997862724977
CSE1L,0.335146351539297,0.255082981176927,0.49840421106039334
VCP,-0.0603480004218397,0.859175276371405,0.9271984510668534
MFAP1,-0.4020855156196,0.254778186532755,0.49840421106039334
HADHB,0.161588530891759,0.398290712734762,0.6302009410365663
LAMB2,0.255215142152547,0.189774673284864,0.42889076162379264
SEC13,-0.333788533977213,0.0946621272151472,0.3153253196099329
HNRNPH2,0.0292366292840995,0.941472617010252,0.970897327264041
EIF3B,-0.0809369949721308,0.738930927146242,0.8668947746962886
MARS,0.443700623756904,0.0454085792595372,0.23412180028871654
MAZ,-0.516695953646977,0.109781284051547,0.3367212587254458
CTBP2,0.357467204372291,0.566734960134274,0.7534241234726232
TMEM33,-0.135363700014931,0.700155647309538,0.8469322549078802
EEFSEC,0.423504470448378,0.061627482500735,0.2661365167866136
FOXL2,0.394567236019771,0.024508496995742,0.19492819808454492
UBE2G2,2.04508369717641,3e-05,0.010848000000000002
ACTG1,-0.138345727537157,0.265463062842264,0.5105927847008652
EIF4A1,0.388943071041236,0.0695924937318583,0.28303748612532875
RPS20,0.170772240077895,0.354244612480604,0.5896551296784165
PRPS1,0.323944522468189,0.0666837734133289,0.27789755896006113
S100A10,0.571219280134429,0.0177171105252146,0.1770989674387294
UBE2M,0.649688201058467,0.252259185887143,0.495218128057678
ACTR2,0.456314937310236,0.232214270188315,0.4713810634361604
ACTR1A,0.151869868908758,0.795394742701749,0.8987540434479957
RPS3A,-0.312221122970108,0.0425384392549978,0.2273997862724977
RPL26,-0.63729881703361,0.117058744271096,0.3465756708113672
RPL15,-0.318035174638837,0.221300462557187,0.46487615337850186
RPL27,-0.511988464219492,0.060858407913451,0.265906917655124
STXBP1,-0.668668514053234,0.0230652072080967,0.19492819808454492
DCAF7,0.330552323196805,0.105542252092737,0.3299324915297818
WDR5,-0.328554751734075,0.0625591042873658,0.2676029823775017
HNRNPK,0.216408382564619,0.361707218253377,0.5952020139490856
YWHAG,0.0457409721343005,0.791867075259368,0.8970524261083567
RPS7,0.700612348031804,0.0699752375043926,0.28303748612532875
PPP1CA,-0.022146234419381,0.864550472753774,0.9289464667623752
PPP1CB,-0.138262405800489,0.631778519533103,0.8029315827961974
PSMC1,1.5763312602529,7e-05,0.011242623513160735
PSMC5,1.62729435953089,6e-05,0.011242623513160735
RPS8,-0.274755623986096,0.1276477672736,0.36135777123799917
RPS16,0.860861266984564,0.0135466400868826,0.1658550234552012
YWHAE,-0.0342665617654241,0.846827166920873,0.923068841113106
RPS14,0.20580612728638,0.257115095289496,0.4994958011641212
RPS23,0.493954886287938,0.0711768309503961,0.28303748612532875
RPS18,0.0192079229793798,0.923503882853352,0.9603307248076268
RPS29,-0.110154236436372,0.467530998246751,0.6883388161622465
RPS13,0.0384312487525449,0.408516626993553,0.6411441506982152
RPS11,-0.23329322187897,0.125767919750553,0.36135777123799917
SNRPF,-1.52542899810078,0.242689131158767,0.48250776286916003
SNRPD1,0.291384984207511,0.302421056833141,0.5402937458046629
SNRPD2,-0.0006699549435822,0.999645246837009,0.999645246837009
PSMC6,1.12988784312057,9e-05,0.011242623513160735
TBPL1,0.420137268731651,0.077915635011614,0.2975279476438894
RPL7A,-0.534347149856146,0.039755318500417,0.22655198784880323
CNBP,-0.226754624872498,0.276116646202234,0.5207429377610978
RPS4X,-0.285563907932627,0.00817070795368,0.13852679314295027
RPL23A,-0.14609136831956,0.382276256476392,0.6156372966531919
RPS6,-0.198062425238252,0.30589999350581,0.5435906600620702
HIST1H4A,-0.221506200948415,0.848207773657539,0.9238311173330304
RPL23,0.264723243336345,0.196445865577864,0.43597478514498134
RPS25,0.493188630667564,0.070578417207074,0.28303748612532875
RPS26P11,-0.695358865011755,0.619703625381497,0.7987814791039068
FAU,0.654964367438442,0.0091727674156193,0.13975587208516596
RPL30,-0.274845714365398,0.469179438734458,0.689282035670558
RPL10A,-0.106708266874566,0.643865693206416,0.8091583688488415
RPL11,0.311491760442969,0.0476432262097668,0.23839193631160066
RPL8,-0.653045342387315,0.0290858247402775,0.20329719018303213
PPIA,-0.0617543836190002,0.862583774189887,0.9283044426995927
RPS27A,6.88839896418899,9.1201223189357e-05,0.011242623513160735
TRA2B,0.0228991526153521,0.942771600211973,0.970897327264041
AP2B1,0.0183736871462692,0.875844026081333,0.935741480144043
YWHAZ,-0.324802340602215,0.436403235235621,0.6634111961653612
PPP2R2A,-0.0460297646946231,0.875335774986207,0.935741480144043
DYNLL1,0.200276747798831,0.403510663793187,0.6362330931436763
RPL38,0.126973635112925,0.836694565249921,0.9207869231989653
YBX1,-0.544682810604748,0.0121965933703818,0.16144545514420078
CSNK2B,0.691365872502143,0.0111184495552464,0.16038954890334167
ACTA1,-0.579174452024024,0.180652362017896,0.4209013795468505
EEF1A1P5,0.601605178953758,0.0173693310377617,0.1770989674387294
TUBA1B,0.714129631788005,0.0281634029441974,0.20167678659397542
TUBB4B,-0.158807643427945,0.560609457670328,0.7519153556883924
EIF4G2,0.176933743438848,0.259228109693052,0.502880281464633
CCT2,-0.142819189283131,0.278785564759586,0.5228675322461944
RAE1,0.18787468070521,0.622549511994076,0.7994101688105749
PRKDC,0.289126461741969,0.11610760342915,0.3445118386212853
ERH,0.426003182435615,0.165371511805151,0.40351158722160435
FOXK1,-0.0354661278601505,0.916566661508262,0.9574356937178282
HSPG2,0.0104606482511578,0.927229700036493,0.9634662630264249
RBM10,-0.288134966284815,0.133496870723811,0.36735832756715286
SLC25A3,0.180709279646148,0.0757242481638311,0.29337737288615706
HDLBP,0.346986014944147,0.198703487708558,0.4374057294363712
CDC42EP1,0.185123719671367,0.187018943531839,0.42837447200873935
CLTC,0.349961780264493,0.0812372473161564,0.301302847377444
NFKB2,0.10523155829318,0.425500068067385,0.6551129472095414
HNRNPU,-0.352479194700525,0.0337354825775102,0.21577978478822557
U2AF1,0.190477063631992,0.398246692704338,0.6302009410365663
CAP1,-0.0384376925755845,0.907881038358876,0.9543307659028185
SLC7A5,-0.8735826223161,0.0475091678038634,0.23839193631160066
PFKP,0.678516721437493,0.0061742893943491,0.13248153357138961
RPL18A,-0.738075161507378,0.152363251006959,0.38781397153574915
NUCB1,-0.536878323500606,0.0398630022240176,0.22655198784880323
RPL6,-0.5654659849443,0.0174999982387172,0.1770989674387294
MLLT1,-0.0364548114929129,0.806864308069962,0.9049693976367812
TAP2,-0.674114294374498,0.186681818990005,0.42837447200873935
TLE3,0.428471468329356,0.231521903411925,0.4713810634361604
TLE4,0.208687880309327,0.310768946076813,0.548303296355276
GFPT1,0.170953465238792,0.374216040850093,0.6106341171994297
RING1,-0.215403071038367,0.12182606623131,0.354838418045472
FMR1,-0.0960420820252921,0.617415343214466,0.797347814665539
PRDX1,0.0880559576881517,0.527475943974835,0.72641234026601
C1QBP,-0.508350911271311,0.122979296328461,0.3555648738196015
CKAP4,-0.399804024110239,0.029272325404522,0.20329719018303213
KHDRBS1,0.237185606153069,0.34258848825386,0.5806874875902928
LRP1,-0.0345288856593626,0.943683646675514,0.970897327264041
DHX9,-0.139286245333551,0.142181936522375,0.3747513097997793
CACNB2,-0.0497067044163622,0.765295226535293,0.8789588674256342
SSRP1,-0.0888622096125715,0.658841510445463,0.815136029346759
NSUN2,-0.0592880153307327,0.169125580078642,0.406355560686252
NCBP1,0.441983907806978,0.155196723721317,0.3919196484017803
EP300,0.283831466228389,0.339867033221842,0.5782430326835856
AHNAK,0.140548894771932,0.4123082340815,0.6441128633807766
GALNT2,-0.0678884379219227,0.472556929163367,0.6907312143601507
CPSF1,0.585387238389739,0.0572532339666801,0.26228170695546693
MN1,-0.0511954304855813,0.727360037335175,0.8590016522024864
TWF1,0.432721491517146,0.0402644090458747,0.22655198784880323
ASPH,0.0430654304269069,0.698265188493046,0.8469119817500629
SMARCB1,0.118509002921691,0.413802807231065,0.6456443816742324
NFIA,-1.23023577388151,0.0249652609342693,0.19492819808454492
SF3A3,0.251111853785119,0.10119029833406,0.3259240962968773
AIMP1,-0.324939913770834,0.0208729856112346,0.18620900321601394
ILF2,-0.113700791597608,0.797287547325482,0.8994358686966336
ILF3,-0.0960552291515171,0.65470766369601,0.8137338148229051
TRAP1,0.465024920772908,0.0781120570510506,0.2975279476438894
TRAF2,0.389911880146869,0.1691491600931,0.406355560686252
FOXF2,-0.098513435265069,0.845915451460665,0.923068841113106
MYO1E,0.283311076586504,0.214654991341388,0.4572443751581121
NFX1,-0.322293474999924,0.0315481817256177,0.2086796800972566
ACACA,0.509897966860159,0.0860754281249077,0.3087785199401451
IK,-1.04917717516442,0.0120883422146944,0.16144545514420078
MTAP,-0.225071498351863,0.14260448072027,0.3747513097997793
PRKAA1,0.311172262823938,0.28967951790442,0.5313451967146968
PPFIA1,-0.0423760642805711,0.211397726876442,0.45356854057666984
TARDBP,0.246897772655807,0.231431350044157,0.4713810634361604
HNRNPA0,-0.441935176255985,0.250623694823619,0.49396181712329557
PRDX4,-0.13970500781662,0.111412061322624,0.337974843743799
CBX3,0.249819431543571,0.216413123544379,0.4580324733061112
PSMD2,0.373569132647702,0.457309937020193,0.6836960028659115
TRIM28,0.02040433645519,0.862110929163173,0.9283044426995927
G3BP1,-0.0681525276579293,0.53371232481256,0.7288156217984204
PABPC4,-0.173937736620804,0.159709018446878,0.39809821509920323
PDE3B,0.117547597666441,0.765903270683085,0.8789588674256342
PLD1,-0.295776752850092,0.485455035791923,0.6988380410334707
SNTB2,-0.288014831244883,0.415564672269888,0.6462221279793213
PPIG,-0.599963692426286,0.0393288282091392,0.22655198784880323
SLC39A6,-0.444972211801115,0.0353631390057062,0.21922090249135576
SF3B2,-0.1671144535458,0.0240854574479413,0.19492819808454492
ADAM9,-0.605441802495456,0.0246319399386775,0.19492819808454492
SQSTM1,4.44011400188355,2.67278221299832e-05,0.010848000000000002
PRPF4B,-0.265212896106057,0.290876039410521,0.5313451967146968
RIPK1,0.0795743082752516,0.853026642939517,0.9253633022607881
STIM1,-0.218349947880785,0.0193393083939366,0.1802606907167527
CUL2,0.609078865949087,0.176997721739984,0.417406801181597
CUL4A,-0.0378205432937087,0.820110635948041,0.9141074159951177
DYRK1A,-0.130852920969442,0.291142685220516,0.5313451967146968
FHL1,-0.32692010027128,0.356576110867479,0.5896551296784165
FHL3,0.0755497761030277,0.838078081124631,0.9207869231989653
RIN1,0.0236428326272637,0.963580631822995,0.9787380799640308
HNRNPD,0.285889839734903,0.169314816952605,0.406355560686252
SAFB2,-0.235071686794623,0.158193028732275,0.39650600177627526
EIF3A,0.356646048076122,0.071154655527612,0.28303748612532875
UBAP2L,-0.0846089743225846,0.614464654520786,0.7942936811536567
TTLL12,-0.39531907066381,0.152437202675925,0.38781397153574915
DYNC1H1,-0.0633866955352431,0.760602134240341,0.8771746025258881
MAP7,0.130121850480258,0.533222327175078,0.7288156217984204
CTTN,-0.189270664500469,0.189479375510425,0.42889076162379264
RCN2,0.309192220342762,0.337458664281146,0.578004989705174
TRIM25,-0.111375479919772,0.355632308430635,0.5896551296784165
CAPRIN1,0.686519626511725,0.0285111787329745,0.2024144416854106
HLTF,0.0317831991237192,0.852198461096156,0.9253633022607881
MCM6,-0.0101805442089713,0.97140723251682,0.9844754912502302
PUM1,0.781951680630936,0.0172579435867677,0.1770989674387294
SMC1A,0.180130070180027,0.339800714952451,0.5782430326835856
RRP1B,-0.303743553441464,0.155206869696507,0.3919196484017803
MVP,-0.0847216084730071,0.400020466411177,0.6322001776847972
LASP1,-0.387601659872363,0.273428433160523,0.5192842512124218
ARID5B,-0.609081387896541,0.0641466104535491,0.270883774673173
KPNB1,0.157975056441657,0.546399581977351,0.7399446654354273
GAPVD1,0.612084556994546,0.0396040366010875,0.22655198784880323
NCAPH,-0.365108903027934,0.293484168185955,0.5320381444654478
EMC2,0.265681006473969,0.16371521469691,0.40185637848081446
WTAP,-0.254108956096253,0.0949186874159055,0.3153253196099329
FAM175B,0.0357840770053777,0.948636913189767,0.9722990584167226
SEPT2,0.127473237007742,0.29629129799433,0.5336242371513271
EFTUD2,-0.200658578327904,0.352180627492614,0.5888494832058996
R3HDM1,-0.326776132385966,0.271111361608444,0.5173054996599367
KARS,0.260893923930837,0.228974757299602,0.4705024977607309
POLD3,-0.130395856410015,0.375273618237706,0.6114636875769551
ACOX1,1.23055508964673,0.0504202162799898,0.24682243059807282
ZNF146,-0.108672713704976,0.620851994195727,0.7988086480104287
PDIA6,0.467575797152989,0.0173474936561927,0.1770989674387294
PAFAH1B3,0.243388595152137,0.203324914704044,0.443371580060242
PPA1,-0.779257833530249,0.0132695957533134,0.1658550234552012
NONO,-0.121659539149164,0.213466981713078,0.45638585608354904
RABEP1,0.812253453221729,0.0567224147475878,0.2616176680194866
RBBP5,-0.909859832285832,0.0268559138006244,0.19871762748738556
RCN1,-0.0011217807839223,0.990115325081914,0.997471308180591
PCBP1,0.467078931800202,0.0830596480540714,0.3035818942353661
PCBP2,0.512978603678381,0.0746492014120872,0.29004102325154796
TCEB2,-0.157755522652238,0.824236125188612,0.9146188099474287
SF3B3,0.0147470820352567,0.883199369129253,0.9385723703285793
SAFB,0.665298134661459,0.063107153464164,0.2682548592395185
SF3B4,0.611446598417903,0.204946044727239,0.4460783894865748
SF3A2,0.279783104871786,0.167420601244256,0.406355560686252
SEC23B,0.136353293765605,0.423690284864387,0.6545514948191606
SF3A1,-0.206146313783833,0.0046826566343907,0.12450357639674095
SLC9A3R2,-0.763098263124064,0.0710256041193363,0.28303748612532875
SF1,-0.533589156731523,0.0257680919842165,0.19520409346702555
TRIP10,-0.297756508960028,0.179955768229678,0.4200000373828629
